adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
False,/zT9iYKMtmU82Jo44WbiuMOW7jRi.jpg,"[28, 18]",307081,Redención (Southpaw),en,Southpaw,"Pese a haber gozado de gloria y de premios en su pasado, un luchador (Jake Gyllenhaal) ha caído en desgracia. Sin embargo, no se ha rendido y ha tomado la decisión de mejorar su imagen por el bien de su mujer y su hija.",8.0788,/vMXldZHhDTkMvw9AYePwHInyJ1n.jpg,2015-07-22,False,False,7.364,5841
False,/u0nAnvRdzAGgDYLyfIbAUBDOcpb.jpg,[18],157354,Fruitvale Station,en,Fruitvale Station,"Oakland, California. El joven afroamericano Oscar Grant se encuentra con familiares, amigos, enemigos y desconocidos antes de enfrentarse a su destino en el andén de la estación de Fruitvale, en las primeras horas de la mañana del día de Año Nuevo de 2009.",2.6593,/oXSy3nEKFtfw5iRxdG8ouEFAnxs.jpg,2013-07-26,False,False,7.364,1445
False,/bUA6Fu0C2jGqrjn0A9AJwTRpq41.jpg,"[53, 12, 14, 878, 10749]",2134,El tiempo en sus manos,en,The Time Machine,"El tiempo en sus manos cuenta como en 1899 un científico finaliza la construcción de un vehículo que le permite viajar a través del tiempo.Poco después, inicia un alucinante viaje a través de los siglos, y es testigo entre otros acontecimientos, de la Segunda Guerra Mundial y de un holocausto atómico en 1966, del que sale ileso.Su último destino es un paradisiaco lugar, localizado en una era muy posterior a la nuestra, concretamente en el año el año 802701, donde vivirá una increíble aventura.",3.4891,/rqR0I0EITpG6uY27aQYDxItXH4a.jpg,1960-05-25,False,False,7.364,922
False,/yUJf20GQ5vifhk9QDxUGotAEaLz.jpg,"[18, 10749, 53]",116,Match Point,en,Match Point,"Chris Wilton es un ambicioso y joven profesor de tenis con escasos recursos económicos. Gracias a su amistad con Tom Hewett, consigue entrar en la alta sociedad londinense y enamorar a su hermana Chloe. Tom, por su parte, sale con Nola Rice, una atractiva americana, de la que Chris se encapricha nada más verla. El azar, la pasión y, sobre todo, la ambición llevarán a Chris a cometer acciones que determinarán su vida y la de los demás para siempre.",4.6739,/fW7gBiatYNZcrgPbcX0U9UdiDNT.jpg,2005-10-26,False,False,7.364,4399
False,/19Ed4XgjahPm4U8JT7SnntERIlt.jpg,"[28, 12, 878]",284054,Black Panther,en,Black Panther,"Después de los acontecimientos de ""Capitán América: Civil War"", T'Challa vuelve a casa, la nación aislada y muy avanzada tecnológicamente de Wakanda, para ser proclamado Rey. Pero la reaparición de un viejo enemigo pone a prueba el temple de T'Challa como Rey y Black Panther ya que se ve arrastrado a un conflicto que pone en peligro todo el destino de Wakanda y del mundo.",16.3745,/lAPzezdc5E6DFnttJwCWXZ9A9C6.jpg,2018-02-13,False,False,7.363,23567
False,/2NU8w8djgX6SzLrg7rN6yMXWAzC.jpg,[18],7863,Shine. El resplandor de un genio,en,Shine,"Basada en hechos reales, narra la historia de David Helfgott, un brillante y virtuoso pianista australiano cuya insoportable presión paterna le traumatizó hasta el punto de alcanzar estados de demencia y sufrir internamiento en un asilo.",1.8362,/cbmThowj2XAW7lKlMAXmnhZvjGI.jpg,1996-08-15,False,False,7.366,711
False,/jQ06O9JAFN0VfDS4ezE09pfoj2h.jpg,"[10749, 18]",533444,Un momento en el tiempo (Waves),en,Waves,Dos parejas jóvenes navegan a través del campo de minas emocional que supone madurar y enamorarse por primera vez.,3.7659,/zsMsvHN3SDhaJiDYcnFyF2zjBd6.jpg,2019-11-15,False,False,7.362,813
False,/3HJpbh02zCrnjH9TnhKRB7pCHme.jpg,"[18, 53, 9648]",302528,Remember,en,Remember,"Zev (Christopher Plummer) es un judío superviviente del Holocausto ya de 90 años y con alzheimer que busca a Rudy, un criminal de guerra nazi que fue responsable de la muerte de su familia, con el objetivo de asesinarlo.",1.5382,/x496Ip0weJYfsEX23eNyzG4MjXV.jpg,2015-10-23,False,False,7.362,760
False,/3aGsZdB5ud6LmU9lppwTLh2fqH1.jpg,"[878, 28, 12, 53]",16320,Serenity,en,Serenity,"Siglo XXVI. Tras ganar la guerra Civil Galáctica, las dos grandes potencias mundiales, EE.UU. y China, se unen para formar un gobierno totalitario llamado Alianza Universal. El Capitán Malcolm Reynolds es un curtido veterano de la guerra que se gana la vida alquilando su nave, la Serenity y buscando trabajos al margen de la ley. Su única familia es una pequeña y leal tripulación de disidentes y rebeldes. Cuando Malcom embarca a dos nuevos pasajeros, un médico y su inestable hermana, que está dotada de poderes telepáticos, enseguida descubre que ambos son fugitivos de la Alianza y que ésta no se detendrá hasta dar con la chica. Y, en efecto, la tripulación de la Serenity se verá atrapada entre el poderoso ejército de la Alianza y los Ravers, salvajes bárbaros que vagan por los confines del espacio. Así las cosas, empiezan a darse cuenta de que quizá el mayor peligro se encuentra a bordo de la Serenity.",6.0292,/zD81lzAEsTeEDl8f1C6t4USRihg.jpg,2005-09-25,False,False,7.362,3892
False,/w6XdWl6L2WDHJGw2FKySbi86WDg.jpg,"[80, 9648, 53]",14638,Forajidos,en,The Killers,"Una vez terminada la Segunda Guerra Mundial (1939-1945), Swede Lunn, un soldado veterano y boxeador en declive, encuentra dificultades para reincorporarse a la vida civil. Un día conoce a la novia de un gángster, la irresistible y misteriosa Kitty Collins.",1.7149,/ojf6epFQIfETydOPmGvSZB4GyFN.jpg,1946-08-30,False,False,7.362,438
False,/rSnMQ82mFlpBLRt2UvohO6sgemd.jpg,"[35, 18, 10751]",11881,De ilusión también se vive,en,Miracle on 34th Street,"Durante un desfile navideño organizado por las grandes almacenes Macy de Nueva York, el hombre que encarna a Santa Claus ha de ser sustituido porque se encuentra indispuesto. Un anciano llamado Kris Kringle es contratado para el trabajo, pero todo se complica cuando asegura que es el auténtico Santa Claus.",3.0759,/kV6xtZpp69JKy5RvFKEX0uGbP3B.jpg,1947-06-04,False,False,7.362,848
False,/chVgCErGuL1oUNFg6Gs7iQZGGZF.jpg,"[18, 10749]",42726,Un hombre y una mujer,fr,Un homme et une femme,Anne es una joven viuda que tiene una hija pequeña y cuyo marido murió durante el rodaje de una escena peligrosa. Ella también trabaja en el mundo del cine. Jean-Louis Duroc es también un joven viudo que tiene un hijo de corta edad; es un hombre más bien triste e introvertido.,3.2396,/2iMP9MVV38bvAmx3PkmRJQg0iHT.jpg,1966-05-27,False,False,7.4,312
False,/pRSTtNlcADoQkfeBGtFQNE1FDpb.jpg,"[28, 53, 878]",5548,RoboCop,en,RoboCop,"Parte del cuerpo de un policía asesinado, es utilizado para crear un «superpolicía» con cuerpo mecánico y cerebro humano. Aunque los científicos aseguran que el robot no tendrá remordimientos, éstos acabarán apareciendo en la memoria del humanoide.",6.957,/aWUZ3gcjaWzjEr0KcZubpeJ4hFr.jpg,1987-07-17,False,False,7.361,5773
False,/croyOm5E0cv5DQkdAx60YLtGg2X.jpg,"[28, 35, 80]",406385,Smetto quando voglio - Masterclass,it,Smetto quando voglio - Masterclass,"La banda del neurobiólogo Pietro y sus cultos compañeros se enriquece con nuevos integrantes, los llamados cerebros en fuga, en una misión que los llevará a ser “el brazo universitario de la ley”. El grupo se ve obligado a cambiar de bando: a cambio de un expediente limpio de antecedentes policiales, deberá colaborar en secreto con la policía para acabar con la propagación de las nuevas drogas, bajo las órdenes de la ambiciosa inspectora Paola Coletti.",0.9101,/dNjjYoG548jXR4GS5HfLQkVymid.jpg,2017-02-02,False,False,7.36,1243
False,/ycOp8gMtlfW7pDPL1YiejU1DVn4.jpg,"[18, 80]",265180,Leviatán,ru,Левиафан,"Kolia vive en un pueblito a orillas del mar de Barents, al norte de Rusia. Tiene un taller de mecánica al lado de su casa, en donde vive con su joven esposa, Lylia, y su hijo Romka, fruto de una relación anterior. El alcalde del pueblo, Vadim Sergeyich, desea apropiarse del terreno de Kolia, de su casa y su taller para realizar sus proyectos. Primero intenta comprar el terreno, pero Kolia no soporta la idea de perder todo lo que posee; no solamente el terreno, sino la belleza que le rodea desde que nació.",1.2914,/yDFHS1iXHd0bpoHJB70Z4mQkEMJ.jpg,2014-09-24,False,False,7.4,965
False,/6fX4DqAGPBVDcN0IhETXwfGDy9N.jpg,"[18, 53, 80]",20778,El confidente,fr,Le Doulos,"Tras salir de la cárcel, Maurice Faugel asesina a su amigo Gilbert Varnove. A continuación prepara un atraco para el que necesita una serie de herramientas que le proporcionará Silien (Belmondo), un individuo sospechoso de ser confidente de la policia. El robo sale mal, y Maurice, que sospecha que Silien lo ha traicionado, decide ajustar cuentas con él.",1.4888,/zvly8D9HqxYbEk7LNVcskvLHW97.jpg,1962-12-13,False,False,7.36,308
False,/3IFRjBDwtk0DlIsDfJ2zEzLjUBi.jpg,"[10751, 16, 35, 12]",82690,¡Rompe Ralph!,en,Wreck-It Ralph,"Durante décadas, Ralph ha vivido a la sombra de Repara-Félix Jr., el chico bueno de su videojuego. Cansado de ser el malo de la historia, Ralph decide tomar el asunto por sus propias y gigantes manos, y se lanza en un viaje a través de los distintos mundos y generaciones de videojuegos para demostrarle al mundo que él también puede ser un héroe.",14.0499,/lTpE4JQ2C09NicqvDhwi70IRz62.jpg,2012-11-01,False,False,7.359,13114
False,/tKsFh8qpYyi2AMg5O8QTVdChm4k.jpg,[18],44018,Sin techo ni ley,fr,Sans toit ni loi,"Varda hace un lírico réquiem de Mona, una adolescente vagabunda que es encontrada muerta, mostrando en flashback sus últimos meses de vida, su desarraigo social y sus relaciones con la gente que conoció.",2.0766,/ilO1f2oP0e5gDUL52FYa6oFvqBz.jpg,1985-12-04,False,False,7.4,364
False,/1ecpXOwhQrMzoV3TrzqJELduQjo.jpg,"[28, 80, 53, 18]",22164,Promesa sangrienta,en,Blood and Bone,"Isiah Bone, un ex-presidiario es la nueva promesa del undo de las peleas callejeras clandestinas de Los Angeles. Cuando derrota al campeón actual, el jefe de la mafía local quiere que participe en una serie de peleas internacionales de alto riesgo. La negativa de Bone provoca un enfrentamiento entre dos enemigos poderosos que se lo juegan todo.",5.3885,/btcBcN9GNJStdaYJbmOcm2fIdrx.jpg,2009-02-07,False,False,7.359,899
False,/gvaeY5kz3wHrMU6xLdnybziwYXw.jpg,"[80, 18, 53]",184,Jackie Brown,en,Jackie Brown,"Jackie Brown es una azafata de vuelo que necesita dinero y hace de correo para Robbie, un mafioso buscado por la policía. Todo parece ir bien hasta que un día es sorprendida en la aduana y acusada de tráfico de drogas y evasión de capital. Sólo podrá evitar su ingreso en prisión, si acepta una propuesta de la policía: ayudarles a llegar hasta Robbie.",5.8239,/vNrJ3ODvu2dvqIdHHbzgsVjgp4X.jpg,1997-12-25,False,False,7.359,6975
False,/5KGtBcI4twwyZIB1dAXznQiqXsL.jpg,"[18, 35, 10751]",451499,La escuela de la vida,fr,L'École buissonnière,"Paul es un joven huérfano que se encuentra perdido en el Paris de 1930. Gracias a Celestine, esposa del guardabosques y camarera del conde de La Fresnaye, descubrirá un nuevo mundo y tendrá una especie de hogar. Comenzará una nueva vida para Paul, que por el camino descubrirá al cazador furtivo Totoche, un misterioso y solitario hombre que le mostrará los pequeños detalles de la vida y sobre todo los del bosque.",0.7651,/sluD9qPd6tbpG95kq9cbvLmhqz9.jpg,2017-02-22,False,False,7.4,303
False,/75THyXPoftHmKNWPjW53Z2LrKZs.jpg,"[878, 16, 28]",408647,Jóvenes titanes: El contrato de Judas,en,Teen Titans: The Judas Contract,"Tara Markov es una chica que tiene poder sobre la tierra y la piedra; ella también es más de lo que parece. ¿Es la nueva Teen Titan una aliada o una amenaza? ¿Y cuáles son los planes del mercenario Deathstroke para los Titanes? Adaptación del famoso cómic publicado en 1984, escrito por Marv Wolfman y dibujado por George Pérez.",3.0687,/mRr1yD7KFS88hesTjQCURpK0A7w.jpg,2017-04-04,False,False,7.358,767
False,/jm1oD3eB08LImSwL1LrzF9AJQ5b.jpg,[18],376867,Moonlight,en,Moonlight,"Chiron es un joven afroamericano con una difícil infancia y adolescencia, que crece en una zona conflictiva de Miami. A medida que pasan los años, el joven se descubre a sí mismo intentando sobrevivir en diferentes situaciones. Durante todo ese tiempo, Chirón tendrá que hacer frente a la drogadicción de su madre y al violento ambiente de su colegio y su barrio.",6.3093,/4911T5FbJ9eD2Faz5Z8cT3SUhU3.jpg,2016-10-21,False,False,7.358,7559
False,/yFKJ2hsafckmieuYHWrLskNlZJY.jpg,"[12, 10751]",233639,Ostwind,de,Ostwind,"Mientras pasa el verano en la granja de su abuela, una chica (Hanna Höppner) descubre que tiene un talento especial para comunicacarse con los caballos y trata de domar a un feroz semental.",2.039,/b768EtAVFNyE4CbBsXsFMVRiike.jpg,2013-03-21,False,False,7.358,303
False,/zaa2noUk2Dm6IgdTWWEe4WpL08o.jpg,"[18, 35, 10749]",49020,Submarine,en,Submarine,"Oliver Tate (Craig Roberts) es un peculiar joven de 15 años que tiene dos objetivos: impedir que su madre deje a su padre y encontrarse a sí mismo aunque sea a través de una chica, Jordana.",2.0083,/hZzj3MNUFbzy7WGLCzc3txp4BMX.jpg,2011-03-18,False,False,7.358,1597
False,/X5kdpMCowusOsub7jSHSnALysp.jpg,"[10752, 18]",13321,Náufragos,en,Lifeboat,"Durante la Segunda Guerra Mundial, ocho supervivientes de un barco que ha sido torpedeado comparten un bote salvavidas. También recogerán a un nazi que está a punto de ahogarse, lo que provocará diversas tensiones entre los tripulantes.",1.3132,/9oeYBuG7Ev2NwuBmJcpxpY2PR2e.jpg,1944-01-28,False,False,7.4,481
False,/vFhxd3Z1zaV3Yu5XLpvWzSxJCe8.jpg,"[18, 10749]",1245,Lo que queda del día,en,The Remains of the Day,"Stevens es el perfecto mayordomo inglés, un ideal que lleva hasta el extremo al servicio de su señor, Lord Darlington. Como muchos otros miembros de la aristocracia británica en los años 30, Darlington es captado por los nazis para intentar establecer una vía de comunicación con el gobierno del Reino Unido. La señorita Kenton es el ama de llaves de la mansión, una mujer joven y llena de vida que contempla horrorizada lo que sucede escaleras arriba. A pesar de sus temores, ella y Stevens se van enamorando poco a poco, aunque ninguno de ellos quiera reconocerlo.",2.9215,/2CNyjpycDAXXmiQdcm5Zk4qcKxa.jpg,1993-11-05,False,False,7.4,1515
False,/f1Is9VLQZSRpeLMU7mIcj5aXclt.jpg,"[12, 28, 53]",658,James Bond contra Goldfinger,en,Goldfinger,"Un malvado magnate, Auric Goldfinger, quiere hacer estallar una bomba atómica en Fort Knox, donde está toda la reserva federal de oro de los Estados Unidos, para poder así incrementar enormemente el precio del metal dorado.",22.2118,/tA0AqFwuFvQCzLdBzEnIlK4RayX.jpg,1964-09-20,False,False,7.358,4001
False,/v3ClsT59peXyGJ4XuDvIQAPwcZy.jpg,"[80, 18]",4133,Blow,en,Blow,"Basada en hechos reales, cuenta la historia de George Jung, un hombre de familia humilde que consiguió hacerse multimillonario gracias a su propia versión del sueño americano. Durante su estancia en la cárcel se adentra en el mundo del narcotráfico en Colombia, y a través de un ingenioso sistema de importación llega a comerciar la mayor parte de la cocaína que entra en Estados Unidos durante los 70. Acompañado por Mirtha y Delgado, formarán un triángulo que compartirá situaciones límite dominadas por la pasión, el odio, la amistad y una desmedida ambición de poder.",4.7484,/mKchBmaj69q1hTDWOpXLxZ26cVw.jpg,2001-04-04,False,False,7.4,4625
False,/6prkTmEEsB3f9hhKBzUePLe27b2.jpg,"[18, 36]",399404,El instante más oscuro,en,Darkest Hour,"En mayo de 1940 el destino de Europa occidental depende del primer ministro británico Winston Churchill, quien debe decidir si negociar con Adolf Hitler o luchar sabiendo que podría significar una derrota humillante para Gran Bretaña y su imperio.",5.6371,/pROgBIY53avDaU2lwky1zs6hSoh.jpg,2017-11-22,False,False,7.356,5542
False,/fYet7pf0ZlmKrOfmHqRNGRhtZNp.jpg,"[80, 18, 53]",77016,Sin Tregua,en,End of Watch,Los agentes Taylor y Zavala son dos policías de Los Angeles que patrullan las calles y que tendrán que superar su mayor reto cuando se convierten en el objetivo de una peligrosa banda de narcotraficantes que han puesto precio a su cabeza.,20.1673,/eoXAkRSVP8yVBbYNh0vkDWLvUh.jpg,2012-09-20,False,False,7.356,3658
False,/gpCfsRtAiOTG1H4sTVQpl6edZQV.jpg,"[16, 18, 14]",64847,Belladonna of Sadness,ja,哀しみのベラドンナ,"Tras ser desterrada de su aldea, una campesina forja un pacto con el diablo que le otorgará habilidades mágicas. Reinvención repleta de simbolismo y psicodelia de la historia de Juana de Arco, con elementos del libro ""La Sorcière"", de Jules Michelet. Forma parte de la trilogía ""Animerama"", ideada por el padre del manganime Osamu Tezuka, formada por ""Las mil y una noches"" (1969), ""Cleopatra"" (1970) y ""Belladonna of Sadness"" (1973).",2.2674,/4U9Bbc7UqvKahDV0ZELaASBLNLh.jpg,1973-06-30,False,False,7.356,364
False,/dH7ia3vtkYCa3CBvDnvVjqm9uiQ.jpg,"[9648, 28, 878]",13183,Watchmen,en,Watchmen,"Estados Unidos, años 80. La Guerra Fría está en su apogeo, y los superhéroes, que antes habían sido admirados, ahora son perseguidos por la ley. Un día aparece muerto uno de ellos, ""El Comediante"", que trabajaba para la CIA. Su amigo Rorschach, el único héroe enmascarado en activo, emprenderá la investigación de su muerte, tras la que se oculta algo muy importante. Esperadísima adaptación del cómic de Alan Moore y Dave Gibbons (1986).",22.3747,/bQ1fT5xjhFesHqKe1NgY088yOT8.jpg,2009-03-04,False,False,7.356,10056
False,/pDSOlQHRqWFXoJ0B7BYjpuaxaML.jpg,"[37, 18]",6644,El Dorado,en,El Dorado,"Cole Thornton, un pistolero a sueldo, une fuerzas con un viejo amigo, el sheriff JP Hara. Junto con un viejo luchador indio y jugador, ayudan a un ranchero y su familia luchar contra un ranchero rival que está tratando de robar su agua.",4.2176,/gCA1Zb1Kw1Zo6wSodCIlZPVfwpo.jpg,1966-12-17,False,False,7.4,584
False,/cDDyZ2qtBzNAepdTbgxKfFcxREl.jpg,"[80, 18, 53]",4147,Camino a la perdición,en,Road to Perdition,"En los oscuros años de la Gran Depresión, Michael Sullivan es un asesino a sueldo que profesa una lealtad inquebrantable a su jefe, el señor Rooney, y, al mismo tiempo, un buen padre de familia. Son tiempos duros en Rock Island, donde domina la mafia irlandesa, la Ley Seca sigue vigente y los gánsteres, especialmente Al Capone en Chicago, están en la cima del poder. Pero un día, inesperadamente, el hijo de doce años de este asesino a sueldo, Michael Jr., decide seguir a su padre para ver en qué consiste exactamente su trabajo.",19.0115,/vnYLI3BFyaHX6XHSbE6mlcK4vbR.jpg,2002-07-12,False,False,7.356,4013
False,/doTKdtLfn2b7ZmeElmT6ZDW3XIk.jpg,"[10749, 12, 18]",488,La reina de África,en,The African Queen,"Durante la Primera Guerra Mundial, un capitán de barco con tendencia a la bebida y una estirada misionera huyen de las tropas alemanas en una ruinosa embarcación y se ven obligados a remontar un peligroso río. Son, a primera vista, dos seres antagónicos, incompatibles, pero la convivencia y, sobre todo, las penalidades que tendrán que afrontar juntos para sobrevivir harán cambiar radicalmente su relación.",2.6206,/kKFqbL0Sz26hwTXC792TybDlCdi.jpg,1952-01-07,False,False,7.4,1061
False,/mLihPIodzSenkZtiUauDy4e9hRs.jpg,"[10751, 14, 10770, 12, 10402]",417320,Los descendientes 2,en,Descendants 2,"Cuando la presión de ser real se convierte en demasiado para Mal, ella regresa a la isla de los perdidos donde su archienemiga Uma, la hija de Úrsula, ha tomado su lugar como la reina autoproclamada.",5.7915,/uQCZ12XelnvTchY9ncdLgnm4Gqy.jpg,2017-07-21,False,False,7.355,1782
False,/wyDNiOVWwviCFzWITuxs9CnjmAW.jpg,"[16, 878, 28, 18]",396263,GANTZ:O,ja,GANTZ:O,Varios equipos de personas recién fallecidas y resucitadas deberán aliarse para derrotar a un ejército de monstruos en Tokio y Osaka empleando un avanzado armamento.,4.777,/pmYUrlTc6KwZKSHMXuyCvZF19tf.jpg,2016-10-14,False,False,7.354,846
False,/lnxXvGylX41RRTuSXIEM7P0eBYu.jpg,"[18, 53, 80]",57361,The Yellow Sea,ko,황해,"Frontera entre Rusia, China y Corea del Norte. Acosado por las deudas, casi en la miseria, un hombre acepta un contrato para asesinar a alguien. Es su último recurso para cubrir las necesidades de su familia. Conoce pocas cosas sobre su víctima, pero nunca hubiera imaginado que acabaría siendo engullido por un engranaje criminal.",2.2312,/cr6OwVNikrT2BFRKUNSaWpETl0Y.jpg,2010-12-22,False,False,7.355,584
False,/oAIHUFNsNCVs7Rz9LNTINPFIa4j.jpg,"[14, 12, 16, 10751]",21348,Kirikú y la bruja,fr,Kirikou et la sorcière,"Kirikú es un niño muy pequeño que sabe exactamente lo que quiere incluso, antes de su nacimiento. Es independiente, generoso y valiente, cualidades que necesitará emplear a fondo porque Kirikú ha nacido en un poblado africano sobre el que la terrible y hermosa bruja Karabá ha extendido un maleficio: no hay flores, ni agua, tienen que entregarle tributos y no quedan hombres, porque según creen los habitantes del poblado, se los ha comido la bruja.",2.4782,/60cUt5geHVDLvEASVVhuCYjtUEd.jpg,1998-12-09,False,False,7.355,1167
False,/zywtNiaZ9r7azrcNdl2j0jOgrkw.jpg,"[35, 18]",594,La terminal,en,The Terminal,"Viktor Navorski es un inmigrante balcánico que, al estallar la guerra en su país y quedar anulado su pasaporte, se encuentra involuntariamente exiliado en un aeropuerto de los Estados Unidos.",5.8911,/GZHg5TMQpfNDjOWJ6zO2mO7ftS.jpg,2004-06-17,False,False,7.355,8752
False,/PrMb3oeEluauy0q9ZO5xL33A6C.jpg,"[878, 28, 53]",180,Minority Report,en,Minority Report,"Washington DC, año 2054. La policía utiliza tecnología psíquica para arrestar y enjuiciar a los asesinos antes de que cometan un crimen. El futuro se puede predecir y los culpables son detenidos por la unidad de élite Precrime antes de que puedan delinquir. Las pruebas se basan en los ""precogs"", tres seres psíquicos cuyas visiones sobre los asesinatos nunca han fallado.",8.5314,/q5qipy536mgsejg6AWPP9lmkGkG.jpg,2002-06-20,False,False,7.355,9682
False,/wNFiDhGnrnSfyqYxzeAa8mFnUhj.jpg,"[18, 80]",140,La mala educación,es,La mala educación,"En esta película, Pedro Almodóvar explora el abuso sexual en la Iglesia Católica española durante la década de 1960. La película trata sobre dos niños que son maltratados en una escuela católica y de las luchas a las que se tienen que enfrentar más tarde con su identidad sexual y el odio hacia los sacerdotes.",2.1843,/vvo5MzVAxRtduA2wEHDp8YWWTpk.jpg,2004-03-19,False,False,7.355,1072
False,/rQ0XmwWp9dwhnXNPlm6wN17mxoi.jpg,[18],36998,El octavo día,fr,Le Huitième Jour,"La historia retrata el encuentro entre dos mundos: el de Georges, un hombre con Síndrome de Down , y el de Harry, un ejecutivo . Harry, cuyo único alimento cotidiano es la artificialidad del pensamiento positivo, tiene mucho que aprender de Georges. El octavo día, ese que no figura en ningún calendario, que nunca termina, se manifiesta en el choque entre el orden y la anarquía, la razón y la locura.",1.1975,/35bGaEbd8Kgy4mWwdoKrm5F41Fe.jpg,1996-05-22,False,False,7.354,314
False,/AdBXP8e6K3FYdDrMx3Wr6WZqCYF.jpg,"[12, 14, 35]",493529,Dungeons & Dragons: Honor entre ladrones,en,Dungeons & Dragons: Honor Among Thieves,"Un ladrón encantador y una banda de aventureros increíbles emprenden un atraco épico para recuperar una reliquia perdida, pero las cosas salen rematadamente mal cuando se topan con las personas equivocadas. Adaptación cinematográfica del primer juego de rol de la historia, publicado por primera vez en 1974.",10.1067,/6dW83oZuprt6mw1rIJrTJjuSVX3.jpg,2023-03-23,False,False,7.354,4700
False,/zhceTJ7NOzgtTRkvmD5bumw74Lj.jpg,"[35, 10751]",19100,Aquellos días felices,fr,Nos jours heureux,"Historia de unos jóvenes en un campamento de verano. Batallas de comida, los primeros amores, los primeros pitillos a escondidas, los primeros guateques, excursiones a museos que son un ""tostón"", noches de acampada, canciones junto al fuego... Los ligues de los monitores, las locuras de los chicos, las visitas sorpresa de los inspectores de sanidad y los ""previsibles imprevistos"", harán las vacaciones más movidas de lo esperado.",1.1159,/m3GJUarfKgn5OLJZmSjUtV7Bcwh.jpg,2006-06-28,False,False,7.353,1112
False,/nk87CtgZ7wd86W37oJHGYAJbmLz.jpg,"[80, 9648, 53]",11644,Impacto,en,Blow Out,"El protagonista es un ingeniero de sonido que trabaja en películas de terror baratas. Una noche, mientras graba efectos sonoros, observa cómo un coche en el que viaja una pareja cae desde un puente a un río. A pesar de sus esfuerzos, sólo consigue salvar a la chica. Cuando se entera de que el hombre muerto era un candidato a la Presidencia de la Nación, recuerda haber escuchado un disparo antes del accidente y, entonces, empieza a sospechar que fue un atentado.",3.6061,/vbHo8X0Zpny7rSovAdAEJeXVRwK.jpg,1981-07-24,False,False,7.353,1692
False,/mW6XzxelLY8T2oW2NjciG9LpZT5.jpg,"[12, 53, 878]",2756,Abyss,en,The Abyss,"Un equipo de científicos de una instalación petrolífera es contratado por la marina norteamericana para llevar a cabo la operación de rescate de un submarino nuclear atrapado, en extrañas circunstancias, en el fondo del mar, justamente al borde de una grieta abisal de varios kilómetros de profundidad. Un grupo de las fuerzas especiales del ejército acompañará a los científicos. Muy pronto estos últimos empiezan a sospechar que lo que está sucediendo en las profundidades abisales es algo tan extraño que, en principio, escapa a su comprensión.",21.0735,/3IF8MSSy6lo2pg7dfa1n9n8SeUX.jpg,1989-08-09,False,False,7.353,3463
False,/gklkxY0veMajdCiGe6ggsh07VG2.jpg,"[10751, 35, 12, 16]",940551,Migración. Un viaje patas arriba,en,Migration,"La familia Mallard se ha quedado 'estancada'. Mientras papá Mack se siente realizado cuidando de su familia en su estanque de Nueva Inglaterra, mamá Pam se muere de ganas de vivir la vida y hacer descubrir a sus hijos –el adolescente Dax y la patita Gwen– el mundo en toda su amplitud. Después de que una familia de patos migratorios llegue a su estanque con maravillosas historias de lugares lejanos, Pam consigue convencer a Mack de que deben viajar a la tropical Jamaica pasando por Nueva York. Los Mallard emprenden el viaje hacia el sur para pasar el invierno, pero nada sale como estaba previsto. La experiencia les ayudará a descubrir horizontes desconocidos, a hacer nuevos amigos, a vivir experiencias que jamás imaginaron, y de paso, a conocerse mejor.",12.7007,/diEeiB2DmZZadHISkg24RO2n0rT.jpg,2023-12-06,False,False,7.352,2260
False,/4rsomWxlqnHt3muGYK06auhOib6.jpg,"[10749, 18, 35]",818647,A través de mi ventana,es,A través de mi ventana,"Raquel lleva toda la vida loca por Ares, su atractivo y misterioso vecino. Lo observa sin ser vista y es que, muy a su pesar, no han intercambiado ni una palabra. Raquel tiene muy claro su objetivo: conseguir que Ares se enamore de ella. Pero ella no es una niña inocente y no está dispuesta a perderlo todo por el camino, y mucho menos a sí misma...",12.3117,/3F5MkMadQOWiZNVaNuOuw6UaK7a.jpg,2022-02-04,False,False,7.352,3351
False,/yBCekmb7vK70xUhtsRQBcTu65sB.jpg,"[878, 18]",840,Encuentros en la tercera fase,en,Close Encounters of the Third Kind,"Una noche, cerca de su casa, en Indiana, Roy Neary (Richard Dreyfuss) observa en el cielo unos misteriosos objetos voladores. Obsesionado por comprender lo que ha visto, se distancia de su esposa (Teri Garr). Neary encuentra apoyo en Jillian Guiler (Melinda Dillon), que también fue testigo de esas visiones nocturnas. Juntos buscan una respuesta a ese misterio que ha alterado sus vidas. Al mismo tiempo, un nutrido grupo de científicos internacionales, bajo la dirección de Claude Lacombe (François Truffaut), empieza a investigar las apariciones de OVNIS y otros extraños fenómenos.",7.4612,/btE3LrMhuFa8sfPGxHRC4hGyEjr.jpg,1977-12-14,False,False,7.352,4695
