title,release_date,popularity,original_language,overview,genre_ids,adult,poster_path
Un toque de violencia,2013-10-04,2.5414,zh,"Dahai, minero exasperado por la corrupción de los dirigentes de su pueblo, decide pasar a la acción. San'er, un trabajador emigrante, descubre las infinitas posibilidades que le ofrece su arma. Xiaoyu, recepcionista en una sauna, no soporta más el acoso de un cliente rico. Xiaohui pasa de un trabajo a otro en condiciones cada vez más degradantes. Cuatro personajes, cuatro provincias, una reflexión sobre China contemporánea: una sociedad con un desarrollo económico colosal poco a poco erosionado por la violencia. (FILMAFFINITY)","[80, 18]",False,/92xFWBt47wlKWET9gqdAtcQvmPI.jpg
Animatrix,2003-05-09,4.9746,en,"Directamente de los creadores de la revolucionaria trilogía de Matrix, esta colección de cortos de animación de los principales directores de anime del mundo, fusionan gráficos por ordenador y el anime japonés para ilustrar los antecedentes del universo de Matrix y el conflicto entre el hombre y las máquinas. Los cortos son: El último vuelo de Osiris, El Segundo Renacimiento, Historia de Niños, Programa, Récord mundial, Más allá, Una historia de detectives y Matriculado.","[16, 878]",False,/3vq0XC4a7C1IRqpnI2tdfkuMB7g.jpg
La última tentación de Cristo,1988-05-28,2.5577,en,"Jesús, un carpintero de Nazaret, decide atender la constante llamada de Dios. Pero cuando está a punto de completar su misión, debe hacer frente a la mayor de las tentaciones y realizar un sacrificio para salvar a todos los hombres.",[18],False,/su4LK5bzWazBRyc5bHlG85inTXx.jpg
Vidas cruzadas,1993-10-01,3.0585,en,"Adaptación de varios relatos del escritor norteamericano Raymond Carver (1939-1988). Retrato de la vida cotidiana de un grupo muy heterogéneo de personas que viven en Los Ángeles e intentan afrontar como pueden las dificultades de su vida laboral y personal, gentes que se cruzan indiferentes ignorando los dramas ajenos. Sin embargo, en medio de tanta cotidianeidad, late la presencia del terror.","[18, 35]",False,/djb04es37zyRLkBOOFyDDkZTNpo.jpg
One Piece Film Red,2022-08-06,5.1442,ja,"Uta — la cantante más querida del mundo. Su voz, con la que canta mientras oculta su verdadera identidad, ha sido descrita como ""de otro mundo"". Ella aparecerá en público por primera vez en un concierto en vivo. A medida que el lugar se llena con todo tipo de fanáticos de Uta: piratas emocionados, la Armada observando de cerca y los Sombreros de Paja liderados por Luffy que simplemente vinieron a disfrutar de su actuación sonora, la voz que todo el mundo ha estado esperando está a punto de resonar. La historia comienza con el impactante hecho de que ella es la ""hija de Shanks"".","[16, 12, 28, 14]",False,/4ovEtMHpv1UKDJB6Wq69DB4q8xG.jpg
The Man from the Future,2011-09-02,1.0551,pt,"Zero es un genio científico pero infeliz y que odia su propia vida. Fue humillado públicamente en la universidad, hace 20 años y ha perdido al amor de su vida, Helena. A punto de ser despedido, Zero pone en funcionamiento el acelerador de partículas más barato del mundo antes de estar totalmente acabado. El experimento falla pero Zero accidentalmente vuelve al pasado y se ve ante la posibilidad de cambiarlo. Aprenderá que manipular los caminos del tiempo es más difícil (y confuso) de lo que parece.","[35, 14, 878, 10749]",False,/t7jhfy4A3SVxNZusALZtRxXocAt.jpg
Burlesque,2010-11-23,4.2738,en,"Una chica de pueblo que se traslada a la gran ciudad y entra a trabajar como camarera en un club de variedades. Muy pronto, su objetivo será demostrarle a la encargada del local que ella tiene talento para ser una de las chicas del espectáculo.","[18, 10749]",False,/kq3p49IkzVIQasmngWmPgCApXyn.jpg
Mi nombre es Harvey Milk,2008-11-05,2.8409,en,"Harvey Milk fue el primer político abiertamente homosexual elegido para ocupar un cargo público en Estados Unidos y asesinado un año después. A los cuarenta años, cansado de huir de sí mismo, Milk decide salir del armario e irse a vivir a California con Scott Smith. Una vez allí, abre un negocio que no tarda en convertirse en el punto de encuentro de los homosexuales del barrio. Milk se convierte en su portavoz y, para defender sus derechos, no duda en enfrentarse con empresarios, sindicatos y políticos. Su valentía anima a otros a seguir sus pasos. Sin embargo, en su vida privada, mantiene una relación sentimental destructiva con Jack Lira, un joven inestable que se aferra a él para sobrevivir.","[36, 18]",False,/xWgcW1WOsmYCohBcOTBlodf8DJk.jpg
Bagdad Café,1987-11-12,1.9108,de,"En medio del desierto de Mohave (EE.UU.), la alemana Jasmine y su marido tienen una fuerte discusión. Ella se baja del coche, coge la maleta y llega a un sucio bar de carretera, el Bagdad Café, regentado por una mujer negra llamada Brenda. Jasmine se instala allí y, poco a poco, entabla amistad con los clientes habituales. Entre ellos se encuentra un antiguo decorador de Hollywood, empeñado en retratar a la alemana. Mientras, ésta consigue transformar el destartalado local en un lugar muy popular, al que cada noche acude una numerosa clientela.","[35, 18]",False,/mKmtq9sYlnFDxXlhZd065ZPgHAd.jpg
Colorful,2010-08-21,1.6334,ja,"Basada en la novela de Mori Eto, esta comedia sigue a un alma que escapa del ciclo de la vida y la muerte tras ganar una lotería celestial. Revive en el cuerpo de un adolescente de 14 años al borde del suicidio, iniciando así una nueva oportunidad de vida.","[16, 18, 10751]",False,/mV4o1Feh6gSabh3OvbUsQKcYxUx.jpg
Giulietta de los espiritus,1965-10-22,1.0199,it,"Giulietta, que duda de la fidelidad y del amor de su marido, acude a reuniones espiritistas buscando un consejo, una verdad, una señal que le haga ver que su marido aún siente cariño por ella y que puede recuperarlo. Por casualidad, conoce a Susy, perniciosa mujer que sólo vive para el amor y que está a punto de dar al traste con las ilusiones de Giulietta","[35, 18, 14]",False,/4owvSGVUtF1CQaOMHLgZ39CiNWN.jpg
Plan en familia,2023-12-14,9.5194,en,"Dan Morgan es muchas cosas: un marido devoto, un padre cariñoso, un reputado vendedor de coches. También es un exasesino. Y, cuando su pasado alcanza su presente, se ve obligado a embarcar a su ingenua familia en un viaje por carretera sin igual.","[28, 35, 12]",False,/7mEX07jWRYrjarW84sBeFghGMfa.jpg
#Vivo,2020-06-24,5.646,ko,"La rápida propagación de una infección desconocida provoca el caos absoluto en una ciudad. Sin embargo, un ciudadano que vive completamente solo logra permanecer al margen de ella. Esta es su historia.","[28, 27, 878]",False,/tmGOSFUjCjWJ6ASxfCbCjEyamx.jpg
El último metro,1980-09-17,1.4088,fr,"Durante la ocupación de París por las tropas alemanas, un grupo de actores trata de sacar adelante una obra de teatro. Nadie sospecha que, en el sótano del edificio, se oculta el director del grupo, un hombre de origen judío que desde su escondrijo dirige la obra a través de las indicaciones que da a su mujer, que es la protagonista.","[18, 10749, 10752]",False,/yw44YF67vCgacmz12hAnaQgUZbZ.jpg
Ellas dan el golpe,1992-07-01,4.1977,en,"En 1943, mientras los hombres estaban en la guerra, el béisbol estuvo a punto de desaparecer. Se formó entonces una liga femenina que intentaba captar la atención del público. Dottie y Mae formaban parte de uno de esos equipos femeninos que debían demostrar que eran capaces de competir y luchar como hombres. Lo peor era que tenían que soportar a Jimmy, un sarcástico y alcohólico entrenador.","[35, 18]",False,/qHVHUVhE7RqjtecoSAnqYukiIos.jpg
Golpe en la pequeña China,1986-05-30,5.5528,en,"Jack Burton es un camionero que, en una de sus paradas en el barrio de Chinatown, en San Francisco, le gana una gran cantidad de dinero a Wang Chi. Este le convence para que le lleve al aeropuerto a recoger a su prometida Miao Yin, tras lo cual le entregará el dinero que le debe. Cuando Miao Yin es secuestrada por unos gángsters chinos, Jack se verá envuelto en una gran aventura para rescatarla, entrando en un tenebroso mundo gobernado por Lo Pan, un mago de 2.000 años que gobierna sin piedad el mundo de los espíritus. Esquivando demonios y haciendo frente a temores incomprensibles, Jack lucha a su manera en los oscuros dominios de Lo Pan en una loca carrera para salvar a la chica.","[28, 12, 35, 14]",False,/5uriF7cQQzfcgwWblJD80tIE7gu.jpg
Vivir el momento,2024-10-10,4.9204,en,"Almut y Tobias se conocen en un encuentro inesperado que cambia sus vidas. A través de pasajes de su vida en común −se enamoran, construyen un hogar, forman una familia− se nos revela una difícil verdad que amenaza con sacudir sus cimientos. A medida que emprenden un camino que los límites del tiempo desafían, los protagonistas aprenderán a apreciar cada momento del inusual camino que ha tomado su historia de amor, que abarca una década.","[10749, 18]",False,/RiE4GRCOgSS9OgDi4nUuEvgGyK.jpg
El viejo roble,2023-09-29,1.2543,en,"El futuro del último pub que queda, The Old Oak, en un pueblo del noreste de Inglaterra, donde la gente está abandonando la tierra a medida que se cierran las minas. Las casas son baratas y están disponibles, por lo que es un lugar ideal para los refugiados sirios.",[18],False,/ekBm679aMQ9dP232hL8PPCdjlGu.jpg
Ferdinand,2017-12-09,7.5322,en,"Ferdinand es un novillo muy tranquilo que prefiere sentarse bajo un árbol a oler las flores que saltar, resoplar y embestirse con otros toros. A medida que va creciendo y haciéndose fuerte, su temperamento no cambia y sigue siendo un toro manso. Un día, unos hombres vienen buscando al toro más grande, rápido y bravo... y Ferdinand es elegido equivocadamente para las corridas de toros de Madrid.","[16, 10751, 12, 35]",False,/hC5FyR149ZOnXUuXdIHQN5LAozW.jpg
Ida,2013-10-25,1.6081,pl,"Años 60, Polonia. Una joven ilusionada con la búsqueda de la fé y la religión, esta a punto de tomar sus votos y convertirse en monja, aquello que siempre ha deseado. Se ha preparado duramente durante largos años y convertida en una novicia modelo decide entregarse totalmente a su religión.  Todo cambia en el momento en el que se entera de un secreto que atormentaba a toda su familia. Sus antepasados se vieron envueltos durante la ocupación nazi con terribles consecuencias, ante tales acontecimientos decide emprender una larga lucha para conocer la verdad.",[18],False,/rxDuVSUyu8EbX95T87mUqq9nExg.jpg
Dog Pound (La perrera),2010-04-24,1.9612,en,"Premiada en el Festival de Tribeca con el galardón de Mejor nuevo director, la cinta se centra en las atormentadas vidas de Angel, Butch y Davis, tres adolescentes que están encarcelados. Los tres han sido condenados por delinquir y tienen que permanecer en un recinto en el que la hostilidad será protagonista. Los jóvenes no han experimentado anteriormente la violencia que otros reclusos imponen.  Un guardia y un recluso serán dos personajes que interfieren en el día a día de los tres muchachos, el primero controlando que su vida en el interior de la cárcel no complique la leve condena que tienen, y el segundo imponiendo la ley del más fuerte e intimidándoles. Uno de los jóvenes se dejará influenciar por el líder de los reclusos y entrará en su juego.",[18],False,/wIVsBtwAidJ37FZ3RBneQskU9k9.jpg
Pequeño Manhattan,2005-09-26,2.317,en,"Gabe (Josh Hutcherson) es un estudiante de quinto grado de 11 años de edad que vive en el Upper West Side de Manhattan con su padre y su madre. Los padres de Gabe se separaron hace año y medio, pero todavía comparten piso. Gabe considera a Nueva York como su ciudad - bueno, al menos las diez manzanas que están alrededor de su casa. Gabe es feliz saliendo con sus tres mejores amigos, jugando al baloncesto en el patio del recreo y moviéndose por el barrio. No tiene tiempo ni interés por las chicas. Pero cuando se apunta a clases de kárate y le emparejan con Rosemary Telesco (Charlie Ray), a quien conoce desde la guardería, todo cambia. Gabe se enamora de Rosemary, aun cuando no entiende esos sentimientos que al mismo tiempo le atormentan y le llenan de emoción. Nada es más grande que el primer amor...","[35, 10749]",False,/uphY0n0Nm47l4MHzqYNoaZJuzBJ.jpg
K-PAX: Un universo aparte,2001-10-26,3.7899,en,"El estado emocional del Dr. Powell está siendo desafiado por uno de sus pacientes en el pabellón de psiquiatría; Prot, quien reclama ser de otro planeta, ha anunciado su partida de la tierra, y el resto de los pacientes se apuntan también para ir con él. Esta situación deja al Dr. Powell preguntándose acerca de sus propias habilidades para distinguir la realidad de la fantasía.","[878, 18, 9648]",False,/uchRlybLwH5VoN0JDccB6LAtRLN.jpg
Full Out,2015-09-11,1.3634,en,"Tras truncar sus sueños olímpicos un gravísimo accidente, la gimnasta Ariana Berlin encuentra su tabla de salvación en el mundo del hip-hop y del deporte.","[36, 18, 10751]",False,/e9c2JOwJlWUfIZRaxIWE2BZt5GV.jpg
El inocente,2011-03-17,3.5576,en,"Mickey Haller es un abogado que se ha especializado en defender a criminales de poca monta procedentes de los barrios bajos. Cuando un día se le presenta la oportunidad de defender a Louis Roulet, un rico heredero detenido por el intento de asesinato de una prostituta, su carrera da un vuelco, pues esto significa percibir unos ingresos muy superiores a los habituales. Sin embargo, aunque el caso es aparentemente sencillo, acabará por tener consecuencias inesperadas.","[80, 18, 53]",False,/hYnR7oDOYn8ZXHICPuo0ye7lwee.jpg
Un pez llamado Wanda,1988-07-15,4.0848,en,"Un grupo de delincuentes organizan un plan para robar una valiosa colección de diamantes en la joyería Hatton Gardens de Londres. Entre ellas se encuentra la encantadora Wanda, que va a intentar un doble juego para quedarse ella con el botín. Lo malo es que sólo George, el jefe de la banda, sabe dónde están escondidas las joyas, pero ha sido encarcelado.","[35, 80]",False,/urEkjQEOH3MgvdgQDaJIZHMaMzu.jpg
Superdetective en Hollywood,1984-12-05,5.6361,en,"Axel Foley es un impetuoso e inteligente detective de Detroit que sigue la pista del asesino de un amigo suyo hasta los barrios más elegantes de Beverly Hills. Pero antes de que Axel logre su objetivo, va a verse involucrado en una red internacional de contrabandistas y traficantes de droga.","[35, 80, 28]",False,/q8RtQuLStydGdJmHR4p8jNVssbv.jpg
Fuerza Bruta: Sin salida,2023-05-31,7.6353,ko,"El detective Ma Seok-do cambia su afiliación de la comisaría de Geumcheon al Equipo de Investigación Metropolitana, para erradicar a los gánsteres japoneses que ingresan a Corea para cometer crímenes atroces.","[28, 80, 35, 53]",False,/cB607Cz7Mpdwepnz6RncXOW9gDD.jpg
Good Time: Viviendo al límite,2017-08-11,7.4537,en,"Después de que el robo chapucero de un banco acabe con su hermano pequeño en prisión, Constantine Nikas se embarca en una odisea a través del mundo subterráneo de la ciudad en un intento, tan desesperado como peligroso, por conseguir el dinero de la fianza para poder sacar a su hermano de la cárcel.","[80, 53, 18]",False,/1UWumNfHLu2yxzlJHziaUcd4mam.jpg
El festín de Babette,1987-08-11,1.6033,da,"Nos situamos en la costa danesa a mediados del siglo XIX,  en una comunidad dominada por la moral y los prejuicios. La religión se sitúa en el centro de todo a través de todas las restricciones que se puedan imaginar. Para escapar de la represión sórdida del municipio rural, Babette (Stéphane Audran, 'El carnicero'), desembarca una tarde de tormenta en la salvaje costa de Jutland. Se convierte en la mujer de servicio de las dos hijas de un pastor muy puritano y se integra fácilmente en la austera comunidad. Pero después de catorce años en el exilio, recibirá fondos inesperados que le permitirán volver a su patria. Antes de su regreso, para agredecer a todos su hospitalidad, propondrá preparar con ese dinero una gran cena francesa para celebrar el centésimo aniversario del nacimiento del difunto pastor.","[18, 36, 35]",False,/eFfoEZMVGHALJQnTcJBMvUMaz2O.jpg
Piel de asno,1970-12-16,1.8935,fr,"En su lecho de muerte, la Reina hace prometer al Rey que no volverá a casarse hasta que no encuentre a una mujer que la supere en bondad y belleza. Algunos años después, el Rey encuentra a la perfecta sustituta de su esposa: su propia hija. El Hada de las Lilas, la madrina de la joven princesa, le aconseja que pida a su padre, como regalo, unos vestidos maravillosos, aparentemente imposibles de confeccionar. Pero como el Rey consigue los vestidos, la princesa le pide que le regale una capa hecha con la piel del asno banquero, principal fuente de riqueza del Reino.","[14, 35, 10402, 10749]",False,/fRacpukdnSsDWnrqAFp53sNY1RD.jpg
Muslo o pechuga,1976-10-27,1.4541,fr,"Louis de Funes interpreta a un prestigioso crítico gastronómico que edita la guía ""Duchemin"", y donde valora la calidad de los restaurantes... a los cuales acude disfrazado.",[35],False,/3KOYhswrnSj17NHFLX5mDPuCRFN.jpg
Monster,2003-12-24,3.9444,en,"Basada en hechos reales. Aileen Wuornos es una prostituta que fue ejecutada en 2002 en el estado de Florida, tras confesarse autora de seis asesinatos, incluido un policía. Aileen declaró que había matado en defensa propia, como reacción a los violentos ataques que sufria mientras ejercía su oficio. Al borde de la desesperación y del suicidio, conoce un día en un bar a Selby Wall, una joven lesbiana, que ha sido enviada por sus padres a vivir con su tía para ""curar su homosexualidad"". Wuornos, víctima de una trágica infancia llena de abusos, rápidamente se enamora de Selby, encontrando en ella una razón para vivir. Incapaz de encontrar un trabajo digno, Wuornos sigue ejerciendo la prostitución. Cuando uno de sus clientes la maltrata, ella lo mata en defensa propia, comenzando así una trágica cadena de asesinatos. Esta es la historia de una asesina, pero también una historia de amor entre dos inadaptadas.","[80, 18]",False,/gaHEndERUUn3ZwdeeKYy0WBhgET.jpg
"María, llena eres de gracia",2004-04-02,1.2587,es,"María, una joven de 17 años, en una pequeña población al norte de Bogotá. Ella y Blanca trabajan en una gran plantación de rosas preparando las flores para la exportación. La única distracción de María son los bailes a los que acude cada fin de semana con su novio Juan. Un día, para sorpresa de su familia, abandona su trabajo y decide irse a Bogotá. Lo que nadie sospecha es que María está embarazada. Durante el viaje, se encuentra con un conocido que le habla de su lucrativo trabajo como correo en el tráfico de drogas y la convence para que ella y su amiga Blanca se unan a la banda.","[18, 53, 80]",False,/ygSWLfwtvLt7BarnQGnuU0zXjOn.jpg
Puñales por la espalda III. De entre los muertos,2025-11-26,11.9355,en,El detective Benoit Blanc se une a un joven y honesto sacerdote para investigar un crimen totalmente imposible en la iglesia de un pequeño pueblo con una oscura historia.,"[53, 9648, 35]",False,/trGWfaYTkzkalkosXfxidpLum50.jpg
Wonder Woman,2017-05-30,11.0173,en,"Diana, princesa de las Amazonas, entrenada para ser una guerrera invencible, fue criada en una isla paradisíaca protegida, hasta que un día, un piloto norteamericano, que tuvo un accidente y acabó en sus costas, le habló de un gran conflicto existente en el mundo, la Primera Guerra Mundial. Diana decidió salir de la isla, convencida de que podía detener la terrible amenaza. Ahora lucha como Wonder Woman, junto a los hombres, en la guerra que acabará con todas las guerras y descubre todos sus poderes y su verdadero destino.","[28, 12, 14]",False,/skVHFykCQrEwQJdrpUHgJbvqo1u.jpg
Django,1966-04-06,2.7387,it,"El mercenario y ex-soldado yankee Django (Nero) llega a un desértico pueblo mexicano con un ataúd. Su objetivo: la venganza contra el mayor Jackson. Un spaghetti-western originalmente prohibido en Inglaterra por su violencia. Fan declarado del film, Quentin Tarantino ""copió"" la escena donde un general le rebana la oreja a un predicador para su ""Reservoir Dogs"" y en 2012 estrenó ""Django Unchained"", una película que homenajea a ésta usando su música entre otros elementos.","[28, 37]",False,/XO7MrV0nsDlBWLjfM5ekiGgjyt.jpg
El Capitán,2018-02-02,1.9319,de,"Desesperado, hambriento, aterido de hipotermia y huido de su pelotón, el soldado raso Willi Herold encuentra un uniforme de capitán y decide cambiar su identidad. A partir de entonces actúa como un alto rango en una misión secreta encomendada por el mismísimo Führer. Su suplantación le conducirá a los placeres y los infiernos de su nueva personalidad proactiva, hasta formar un grupo de soldados perdidos que actuarán a sus órdenes sembrando el horror entre la población inocente, actuando con impunidad en su viaje a la degradación moral, el mesianismo nazi y la perversión de la barbarie.","[10752, 18, 36]",False,/pcQkdpyXxYBJbDrB8P6rE880Ul3.jpg
South Park: Post Covid,2021-11-25,1.0219,en,"¿Qué pasó con los niños que vivieron la pandemia? Stan, Kyle, Cartman y Kenny sobrevivieron, pero nunca volverán a ser el mismo Post Covid.","[16, 35, 10770]",False,/abDxPtElhJnLnnJxgMqJ1N2H8yl.jpg
Desmelenada,2018-09-21,1.4153,en,"Violet tiene el trabajo perfecto, la relación perfecta y hasta el pelo perfecto. Hasta que deja de tenerlo. ¿Qué pasa cuando la perfección no es suficiente?","[35, 10749, 18]",False,/gZ6PhLQGuaNiBVZu3TYqXl1a0Sj.jpg
Tootsie,1982-12-17,2.7503,en,"Michael Dorsey es un actor neoyorkino sin éxito. Además, en los círculos artísticos tiene fama de conflictivo. Como su mala racha no se acaba, un día toma una importante decisión: hacerse pasar por una mujer para encontrar trabajo. Consigue un papel, pero su nueva identidad le traerá no pocas complicaciones en su vida diaria.","[35, 10749]",False,/vCX2U9j88qKL7j56OKx6mhhIlLP.jpg
En la boca del miedo,1995-02-03,4.7025,en,"John Trent es un cínico investigador que sigue la pista de Sutter Cane, un escritor que desaparece misteriosamente y que, a través de sus novelas de terror, ejerce un extraño poder sobre sus lectores.","[27, 9648]",False,/sBcKsjV9eEGj1m9dA7P4vwrnoA.jpg
El patriota,2000-06-28,10.5697,en,"Año 1776, Guerra de Independencia entre los colonos de Nueva Inglaterra y las tropas de Jorge III (1760-1820). En Carolina del Sur, el viudo Benjamin Martin (Mel Gibson), heroico soldado en Francia y en la India, renuncia a combatir para cuidar de sus siete hijos. Pero la pacífica vida de la familia Martin se ve alterada cuando Gabriel (Heath Ledger), el hijo mayor, se alista en el ejército; mientras tanto su padre se esfuerza por sacar adelante a la prole. Sin embargo, los británicos, al mando del cruel coronel Tavington (Jason Isaacs), llegarán hasta las puertas de su casa poniendo en peligro a toda la familia...","[18, 36, 10752, 28]",False,/cizgIaq65fpq2Ft08dPmZtUxDYv.jpg
La ruleta de la fortuna y la fantasía,2021-04-11,2.1298,ja,"Contada en tres movimientos, es una colección de historias protagonizadas por personajes femeninos que trazan las trayectorias entre sus elecciones y arrepentimientos. Un triángulo amoroso inesperado, una trampa de seducción fallida y un encuentro que resulta de un malentendido.","[18, 10749]",False,/8BBRAr0qlzbjgNTqpJTRqamzXU9.jpg
Ballerina,2016-12-14,7.0269,en,"Felicia es una niña que, tras perder a sus padres, vive en un orfanato en su Bretaña natal. Su pasión es la danza y sueña con convertirse en una bailarina profesional. Para conseguirlo se escapa con la ayuda de su amigo Víctor y viaja hasta el París de 1879. Allí se hará pasar por otra persona para conseguir entrar como alumna de la Grand Opera House y así luchar por tener la vida que desea.","[16, 12, 10751]",False,/oHqHeJRE7NSK7qHeV48phbuDTe6.jpg
"Freeheld, un amor incondicional",2015-10-02,1.5143,en,"Basada en la historia real de Laurel Hester (Julianne Moore) y Stacie Andrée (Ellen Page) y su lucha por la justicia. A Laurel, una condecorada policía de Nueva Jersey, le diagnostican un cáncer terminal y quiere dejar su pensión ganada durante años a su pareja de hecho, Stacie. Sin embargo, los funcionarios del condado, que no ven con buenos ojos la pareja homosexual, conspiran para evitarlo.","[10749, 18]",False,/hg1e1A7S2ejtbRRh3RcQdSnQ1xO.jpg
El juego de la sospecha (Cluedo),1985-12-13,4.1252,en,"En una gran y apartada mansión victoriana se reúnen varios personajes pintorescos para cenar ante una misteriosa invitación de un anfitrión desconocido. Todos ellos tienen secretos que ocultar, por los que son vilmente chantajeados desde hace años. Cuando la casa se queda a oscuras por culpa de un momentáneo apagón de luz, el chantajista aparece asesinado en el salón. Ahora deben averiguar quién de ellos ha sido el culpable, una tarea muy complicada teniendo en cuenta que todos ellos tenían motivos de peso para cometer el crimen.","[35, 53, 80, 9648]",False,/vhrmZCkFkg2rtn7laiFzqwyVxky.jpg
Lilo y Stitch,2025-05-17,18.8418,en,La conmovedora y divertidísima historia de una solitaria niña hawaiana y el extraterrestre fugitivo que la ayuda a reparar su desestructurada familia.,"[10751, 878, 35]",False,/4oLLOAT55JhAoe73VliaSKFvEEr.jpg
Sully,2016-09-07,6.4608,en,"Chesley 'Sully' Sullenberger es un piloto comercial que en 2009 se convirtió en un héroe cuando, al poco de despegar, su avión se averió y el comandante logró realizar un aterrizaje forzoso del aparato en pleno río Hudson, en Nueva York, con 155 pasajeros a bordo.","[18, 36]",False,/dT3AMK35Uq8FUFjCXJwZJKtfaJp.jpg
42: La verdadera historia de una leyenda del deporte,2013-04-12,3.421,en,"Historia de la vida del afroamericano Jackie Robinson, legendario jugador de béisbol que rompió las barreras raciales, tras firmar con los Dodgers de Brooklyn bajo la dirección del ejecutivo Branch Rickey. La participación de Robinson en la gran liga de béisbol supuso el fin de una era de segregación racial en este deporte.",[18],False,/skDtx23it4RQ6XICxeUm7qoLsT3.jpg
Orejas largas,1978-10-14,2.1333,en,"En los pacificos prados de Inglaterra vive una comunidad de conejos. Cuando su madriguera se ve amenazada, un pequeño grupo de valientes conejos escapa de la madriguera en busca de un nuevo hogar. Conducidos por Fiver el visionario, Bigwig el valeroso, y el honorable Hazel hacen frente a multitud de desafíos y peligros que superan gracias a su fuerza y astucia para sobrevivir, mientras persiguen su sueño.","[12, 16, 18]",False,/8vybS7nR2MABHMKfUQPBW4llluJ.jpg
300,2007-03-07,22.4533,en,"Adaptación del cómic de Frank Miller (autor del cómic 'Sin City') sobre la famosa batalla de las Termópilas (480 a.C.). El objetivo de Jerjes, emperador de Persia, era la conquista de Grecia, lo que desencadenó las Guerras Médicas. Dada la gravedad de la situación, el rey Leónidas de Esparta (Gerard Butler) y 300 espartanos se enfrentaron a un ejército persa que era inmensamente superior.","[28, 12, 10752]",False,/h7Lcio0c9ohxPhSZg42eTlKIVVY.jpg
Después De La Tormenta,2016-05-21,2.1809,ja,"A pesar de haber empezado una prometedora carrera de escritor, Ryota va de desilusión en desilusión. Se ha divorciado de Kyoko y gasta todo el dinero que gana como detective privado apostando en las carreras, por lo que finalmente no puede pagar la pensión alimentaria de su hijo de 11 años, Shingo. Ahora Ryota intenta ganarse nuevamente la confianza de sus seres queridos y formar parte de la vida de su hijo. La situación no parece fácil, pero un día un tifón obliga a toda la familia a pasar una noche juntos.",[18],False,/lO4mhfQ2aaEeVvhzDS0ue2E2XDD.jpg
Boyka: Invicto IV,2016-08-01,10.8267,en,"Boyka es un luchador de boxeo que se encuentra en mitad de una importante liga. Durante la competición se produce una muerte lo que hace que empiece a replantearse verdaderamente lo que merece la pena este deporte. Cuando descubre que la mujer del fallecido se encuentra en serios problemas, decide luchar una serie de batallas para poder liberarla de la servidumbre.","[28, 18, 53, 80]",False,/yegOHiGUyHiUXNSFlMfFTEZboj7.jpg
Pajaritos y pajarracos,1966-05-04,0.8686,it,"Un hombre mayor y su hijo  caminan por unos míseros arrabales. Entre insólitos encuentros, aparece un cuervo que habla y San Francisco de Asís, que les manda predicar a halcones y palomas.","[35, 14]",False,/tzIG1pjiI5SUHPKUTFcNXYLCmTM.jpg
Los piratas del mar de China,1983-12-22,5.0021,cn,"Hong Kong, finales del Siglo XIX. El Mar de China está infestado de traficantes de la peor calaña entre los que destacan el temible Lo San Pao y su banda de piratas. Lo San Pao actúa con total impunidad ante la pasividad del gobierno y la impotencia de una Guardia Costera que ha acabado por bajar los brazos ante su oleada criminal. Tan sólo Dragon Ma, un joven oficial naval, se niega a rendirse y osa plantar cara a Lo San Pao para devolver el honor al cuerpo de guardacostas. Frustrado con la incompetencia de la policía local y traicionado por uno de los suyos, Dragon Ma se verá obligado a unir sus fuerzas con el granuja ladrón Fei y el disciplinado inspector de policía Tsu en una cruzada personal para acabar con los piratas.","[28, 12, 35]",False,/jjOTwymu2iBfgbhp8weax1w3ivW.jpg
La Duda,2008-12-12,2.8725,en,"En 1964, en la parroquia de San Nicolás, en el Bronx, un apasionado y carismático sacerdote, el padre Flynn (Philip Seymour Hoffman) está tratando de cambiar las rígidas normas del colegio, que durante años han sido celosamente salvaguardadas por la hermana Aloysius Beauvier (Meryl Streep), una estricta directora que cree firmemente en el poder de la disciplina. Vientos de cambio político están barriendo la comunidad, y de hecho el colegio ha aceptado a su primer alumno negro, Donald Miller. Pero cuando la hermana James (Amy Adams), inocentemente, le cuenta a la hermana Aloysius sus sospechas de que el padre Flynn presta demasiada atención a Donald, la superiora, sin contar con una sola prueba, comienza una cruzada personal para sacar a la luz la verdad y expulsar a Flynn del colegio por abusar del alumno. Esta batalla amenaza con desgarrar la comunidad de manera irreversible. Basada en una obra ganadora del Premio Pulitzter y de un Premio Toni en su adaptación teatral.",[18],False,/nBPFDieZolSEoq4fcilOmsIJkdD.jpg
Al morir la noche,1945-09-09,1.6389,en,"En un caserón inglés se reúne un grupo de personas que comienzan a contar historias de misterio: la de un conductor de autobús que parece anunciar la muerte, la de un fantasma infantil que mora en una mansión, la de dos amigos enfrentados por una mujer incluso después de la muerte, la de un espejo maldito, la de un muñeco de ventrílocuo que controla a su propietario.","[27, 53]",False,/evk4pMpe2zxNCzstd4ZtixHwvYn.jpg
Miedo y asco en Las Vegas,1998-05-22,19.259,en,"El periodista deportivo Raoul Duke y su abogado el doctor Gonzo van a Las Vegas para hacer un reportaje sobre una carrera de motos. Su descapotable rojo está equipado con todo tipo de fármacos estimulantes y un arsenal de hierbas dopantes. Esto les permitirá hacer un alucinado viaje, físico y mental, por la decadente América de los setenta.","[12, 18, 35]",False,/yYoH7nCw1UXdpqZDXPoL8IsUK2y.jpg
